#curie_map:
#  icd10: https://icd.who.int/browse10/2019/en#/
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: leonmap_icd10_mesh_full_novel
#mapping_tool: leonmap
subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	mapping_tool	comment
icd10:H04.2	Epiphora	skos:closeMatch	mesh:D007766	Lacrimal Apparatus Diseases	1.0	semapv:LexicalMatching	leonmap	cosine=0.676956
icd10:D89.3	Immune reconstitution syndrome	skos:closeMatch	mesh:D054019	Immune Reconstitution Inflammatory Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.676814
icd10:C54.3	Fundus uteri	skos:closeMatch	mesh:D014599	Uterus	1.0	semapv:LexicalMatching	leonmap	cosine=0.675964
icd10:G59.0	Diabetic mononeuropathy	skos:closeMatch	mesh:D003929	Diabetic Neuropathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.671531
icd10:H31.4	Choroidal detachment	skos:closeMatch	mesh:D000080324	Choroidal Effusions	1.0	semapv:LexicalMatching	leonmap	cosine=0.670924
icd10:E53.1	Pyridoxine deficiency	skos:closeMatch	mesh:D026681	Vitamin B 6 Deficiency	1.0	semapv:LexicalMatching	leonmap	cosine=0.670127
icd10:C71.5	Cerebral ventricle	skos:closeMatch	mesh:D002552	Cerebral Ventricles	1.0	semapv:LexicalMatching	leonmap	cosine=0.668945
icd10:B36.0	Pityriasis versicolor	skos:closeMatch	mesh:D014010	Tinea Versicolor	1.0	semapv:LexicalMatching	leonmap	cosine=0.665133
icd10:L75.0	Bromhidrosis	skos:closeMatch	mesh:D000089083	Body Odor	1.0	semapv:LexicalMatching	leonmap	cosine=0.663610
icd10:R56.0	Febrile convulsions	skos:closeMatch	mesh:D003294	Seizures, Febrile	1.0	semapv:LexicalMatching	leonmap	cosine=0.663539
icd10:M91.2	Coxa plana	skos:closeMatch	mesh:D007873	Legg-Calve-Perthes Disease	1.0	semapv:LexicalMatching	leonmap	cosine=0.660716
icd10:H51.2	Internuclear ophthalmoplegia	skos:closeMatch	mesh:D015835	Ocular Motility Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.659489
icd10:Q17.2	Microtia	skos:closeMatch	mesh:D065817	Congenital Microtia	1.0	semapv:LexicalMatching	leonmap	cosine=0.658691
icd10:I24.1	Dressler syndrome	skos:closeMatch	mesh:C538618	Donath-Landsteiner hemolytic anemia	1.0	semapv:LexicalMatching	leonmap	cosine=0.657870
icd10:F94.0	Elective mutism	skos:closeMatch	mesh:D009155	Mutism	1.0	semapv:LexicalMatching	leonmap	cosine=0.656269
icd10:Z36	Antenatal screening	skos:closeMatch	mesh:D011296	Prenatal Diagnosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.655511
icd10:T47.5	Digestants	skos:closeMatch	mesh:D005765	Gastrointestinal Agents	1.0	semapv:LexicalMatching	leonmap	cosine=0.651840
icd10:R29.1	Meningismus	skos:closeMatch	mesh:D008580	Meningism	1.0	semapv:LexicalMatching	leonmap	cosine=0.650413
icd10:B83.3	Syngamiasis	skos:closeMatch	mesh:D017206	Strongylida Infections	1.0	semapv:LexicalMatching	leonmap	cosine=0.645230
icd10:E75.4	Neuronal ceroid lipofuscinosis	skos:closeMatch	mesh:D009472	Neuronal Ceroid-Lipofuscinoses	1.0	semapv:LexicalMatching	leonmap	cosine=0.641099
icd10:K56.0	Paralytic ileus	skos:closeMatch	mesh:D007418	Intestinal Pseudo-Obstruction	1.0	semapv:LexicalMatching	leonmap	cosine=0.639437
icd10:Z41.3	Ear piercing	skos:closeMatch	mesh:D046288	Body Piercing	1.0	semapv:LexicalMatching	leonmap	cosine=0.632870
icd10:C10.4	Branchial cleft	skos:closeMatch	mesh:D001934	Branchial Region	1.0	semapv:LexicalMatching	leonmap	cosine=0.631474
icd10:B48.5	Pneumocystosis	skos:closeMatch	mesh:D011020	Pneumonia, Pneumocystis	1.0	semapv:LexicalMatching	leonmap	cosine=0.624032
icd10:Q77.7	Spondyloepiphyseal dysplasia	skos:closeMatch	mesh:D010009	Osteochondrodysplasias	1.0	semapv:LexicalMatching	leonmap	cosine=0.621817
icd10:O26.4	Herpes gestationis	skos:closeMatch	mesh:D006559	Pemphigoid Gestationis	1.0	semapv:LexicalMatching	leonmap	cosine=0.616906
icd10:Q66.7	Pes cavus	skos:closeMatch	mesh:D000070589	Talipes Cavus	1.0	semapv:LexicalMatching	leonmap	cosine=0.615231
icd10:L65.2	Alopecia mucinosa	skos:closeMatch	mesh:D000507	Mucinosis, Follicular	1.0	semapv:LexicalMatching	leonmap	cosine=0.613069
icd10:C57.2	Round ligament	skos:closeMatch	mesh:D000069590	Round Ligaments	1.0	semapv:LexicalMatching	leonmap	cosine=0.608578
icd10:G51.2	Melkersson syndrome	skos:closeMatch	mesh:D008556	Melkersson-Rosenthal Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.581034
icd10:L66.4	Folliculitis ulerythematosa reticulata	skos:closeMatch	mesh:C537412	Burnett Schwartz Berberian syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.573638
icd10:Q00.1	Craniorachischisis	skos:closeMatch	mesh:D009436	Neural Tube Defects	1.0	semapv:LexicalMatching	leonmap	cosine=0.573506
icd10:A02.9	Salmonella infection, unspecified	skos:closeMatch	mesh:D012480	Salmonella Infections	0.906571	semapv:SemanticSimilarity	leonmap	
icd10:A04.4	Other intestinal Escherichia coli infections	skos:closeMatch	mesh:D004927	Escherichia coli Infections	0.905408	semapv:SemanticSimilarity	leonmap	
icd10:A26.9	Erysipeloid, unspecified	skos:closeMatch	mesh:D004889	Erysipelothrix Infections	0.905466	semapv:SemanticSimilarity	leonmap	
icd10:A30-A49	Other bacterial diseases	skos:closeMatch	mesh:D001424	Bacterial Infections	0.907049	semapv:SemanticSimilarity	leonmap	
icd10:A31.9	Mycobacterial infection, unspecified	skos:closeMatch	mesh:D009164	Mycobacterium Infections	0.916002	semapv:SemanticSimilarity	leonmap	
icd10:A44.8	Other forms of bartonellosis	skos:closeMatch	mesh:D001476	Bartonellaceae Infections	0.903447	semapv:SemanticSimilarity	leonmap	
icd10:A49.3	Mycoplasma infection, unspecified site	skos:closeMatch	mesh:D009180	Mycoplasmatales Infections	0.93122	semapv:SemanticSimilarity	leonmap	
icd10:A51.2	Primary syphilis of other sites	skos:closeMatch	mesh:C536772	Syphilis, primary	0.913753	semapv:SemanticSimilarity	leonmap	
icd10:A51.4	Other secondary syphilis	skos:closeMatch	mesh:C536773	Syphilis, secondary	0.932615	semapv:SemanticSimilarity	leonmap	
icd10:A52.8	Late syphilis, latent	skos:closeMatch	mesh:D013592	Syphilis, Latent	0.914564	semapv:SemanticSimilarity	leonmap	
icd10:A64	Unspecified sexually transmitted disease	skos:closeMatch	mesh:D014686	Venereology	0.930912	semapv:SemanticSimilarity	leonmap	
icd10:A69	Other spirochaetal infections	skos:closeMatch	mesh:D013145	Spirochaetales Infections	0.901537	semapv:SemanticSimilarity	leonmap	
icd10:A74	Other diseases caused by chlamydiae	skos:closeMatch	mesh:D002690	Chlamydia Infections	0.913392	semapv:SemanticSimilarity	leonmap	
icd10:A74.8	Other chlamydial diseases	skos:closeMatch	mesh:D002694	Chlamydiaceae Infections	0.90962	semapv:SemanticSimilarity	leonmap	
icd10:A75.2	Typhus fever due to Rickettsia typhi	skos:closeMatch	mesh:D012286	Rickettsia typhi	0.946883	semapv:SemanticSimilarity	leonmap	
icd10:A79	Other rickettsioses	skos:closeMatch	mesh:D012288	Rickettsiaceae Infections	0.916242	semapv:SemanticSimilarity	leonmap	
icd10:A79.8	Other specified rickettsioses	skos:closeMatch	mesh:D041101	Neorickettsia sennetsu	0.912191	semapv:SemanticSimilarity	leonmap	
icd10:A94	Unspecified arthropod-borne viral fever	skos:closeMatch	mesh:D001102	Arbovirus Infections	0.916937	semapv:SemanticSimilarity	leonmap	
icd10:B08.0	Other orthopoxvirus infections	skos:closeMatch	mesh:D015608	Cowpox virus	0.90014	semapv:SemanticSimilarity	leonmap	
icd10:B08.2	Exanthema subitum [sixth disease]	skos:closeMatch	mesh:D005076	Exanthema	0.903905	semapv:SemanticSimilarity	leonmap	
icd10:B21.0	HIV disease resulting in Kaposi sarcoma	skos:closeMatch	mesh:C554498	AIDS-related Kaposi sarcoma	0.963638	semapv:SemanticSimilarity	leonmap	
icd10:B25-B34	Other viral diseases	skos:closeMatch	mesh:D014777	Virus Diseases	0.908819	semapv:SemanticSimilarity	leonmap	
icd10:B34.2	Coronavirus infection, unspecified site	skos:closeMatch	mesh:D003333	Coronaviridae Infections	0.913364	semapv:SemanticSimilarity	leonmap	
icd10:B34.3	Parvovirus infection, unspecified site	skos:closeMatch	mesh:D010322	Parvoviridae Infections	0.91575	semapv:SemanticSimilarity	leonmap	
icd10:B37.3	Candidiasis of vulva and vagina	skos:closeMatch	mesh:D002181	Candidiasis, Vulvovaginal	0.940849	semapv:SemanticSimilarity	leonmap	
icd10:B50.9	Plasmodium falciparum malaria, unspecified	skos:closeMatch	mesh:D010963	Plasmodium falciparum	0.908059	semapv:SemanticSimilarity	leonmap	
icd10:B52.9	Plasmodium malariae malaria without complication	skos:closeMatch	mesh:C531736	Acute malaria	0.908097	semapv:SemanticSimilarity	leonmap	
icd10:B67.7	Echinococcus multilocularis infection, unspecified	skos:closeMatch	mesh:D048210	Echinococcus multilocularis	0.906906	semapv:SemanticSimilarity	leonmap	
icd10:B68.1	Taenia saginata taeniasis	skos:closeMatch	mesh:D041202	Taenia saginata	0.931348	semapv:SemanticSimilarity	leonmap	
icd10:B68.9	Taeniasis, unspecified	skos:closeMatch	mesh:D013621	Taenia	0.904451	semapv:SemanticSimilarity	leonmap	
icd10:B69.9	Cysticercosis, unspecified	skos:closeMatch	mesh:C531662	Submacular Cysticercosis	0.911088	semapv:SemanticSimilarity	leonmap	
icd10:B74.8	Other filariases	skos:closeMatch	mesh:D060348	Dirofilaria repens	0.912145	semapv:SemanticSimilarity	leonmap	
icd10:B81	Other intestinal helminthiases, not elsewhere classified	skos:closeMatch	mesh:C531698	Intestinal helminthiasis	0.947738	semapv:SemanticSimilarity	leonmap	
icd10:B85.0	Pediculosis due to Pediculus humanus capitis	skos:closeMatch	mesh:D010374	Pediculus	0.912796	semapv:SemanticSimilarity	leonmap	
icd10:B98.1	Vibrio vulnificus as the cause of diseases classified to other chapters	skos:closeMatch	mesh:C536348	Vibrio vulnificus infection	0.937612	semapv:SemanticSimilarity	leonmap	
icd10:C46.0	Kaposi sarcoma of skin	skos:closeMatch	mesh:C554497	Non-AIDS-related Kaposi sarcoma	0.924371	semapv:SemanticSimilarity	leonmap	
icd10:C85.1	B-cell lymphoma, unspecified	skos:closeMatch	mesh:D016393	Lymphoma, B-Cell	0.912151	semapv:SemanticSimilarity	leonmap	
icd10:C90.3	Solitary plasmacytoma	skos:closeMatch	mesh:D010954	Plasmacytoma	0.952216	semapv:SemanticSimilarity	leonmap	
icd10:C91.1	Chronic lymphocytic leukaemia of B-cell type	skos:closeMatch	mesh:D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0.915777	semapv:SemanticSimilarity	leonmap	
icd10:C94.0	Acute erythroid leukaemia	skos:closeMatch	mesh:C565039	Erythroleukemia, Familial	0.91177	semapv:SemanticSimilarity	leonmap	
icd10:C96.4	Sarcoma of dendritic cells (accessory cells)	skos:closeMatch	mesh:D054740	Dendritic Cell Sarcoma, Follicular	0.906203	semapv:SemanticSimilarity	leonmap	
icd10:D53.1	Other megaloblastic anaemias, not elsewhere classified	skos:closeMatch	mesh:D000749	Anemia, Megaloblastic	0.91872	semapv:SemanticSimilarity	leonmap	
icd10:D56.2	Delta-beta thalassaemia	skos:closeMatch	mesh:C562716	Delta-Beta Thalassemia	0.958107	semapv:SemanticSimilarity	leonmap	
icd10:D61.3	Idiopathic aplastic anaemia	skos:closeMatch	mesh:C538494	Aplastic anemia, idiopathic	0.97566	semapv:SemanticSimilarity	leonmap	
icd10:D75.1	Secondary polycythaemia	skos:closeMatch	mesh:D011086	Polycythemia	0.91374	semapv:SemanticSimilarity	leonmap	
icd10:D76.1	Haemophagocytic lymphohistiocytosis	skos:closeMatch	mesh:D051359	Lymphohistiocytosis, Hemophagocytic	0.900005	semapv:SemanticSimilarity	leonmap	
icd10:D80.8	Other immunodeficiencies with predominantly antibody defects	skos:closeMatch	mesh:C564131	Kappa-Chain Deficiency	0.912574	semapv:SemanticSimilarity	leonmap	
icd10:D81.1	Severe combined immunodeficiency [SCID] with low T- and B-cell numbers	skos:closeMatch	mesh:C537590	Severe combined immunodeficiency, atypical	0.928047	semapv:SemanticSimilarity	leonmap	
icd10:D81.5	Purine nucleoside phosphorylase [PNP] deficiency	skos:closeMatch	mesh:C562587	Purine Nucleoside Phosphorylase Deficiency	0.947103	semapv:SemanticSimilarity	leonmap	
icd10:D81.6	Major histocompatibility complex class I deficiency	skos:closeMatch	mesh:C565759	Bare Lymphocyte Syndrome, Type I	0.9091	semapv:SemanticSimilarity	leonmap	
icd10:D89.9	Disorder involving the immune mechanism, unspecified	skos:closeMatch	mesh:D007154	Immune System Diseases	0.902606	semapv:SemanticSimilarity	leonmap	
icd10:E06.5	Other chronic thyroiditis	skos:closeMatch	mesh:C535842	Thyroiditis, Chronic	0.932813	semapv:SemanticSimilarity	leonmap	
icd10:E07	Other disorders of thyroid	skos:closeMatch	mesh:D013959	Thyroid Diseases	0.907653	semapv:SemanticSimilarity	leonmap	
icd10:E24.0	Pituitary-dependent Cushing disease	skos:closeMatch	mesh:D047748	Pituitary ACTH Hypersecretion	0.94132	semapv:SemanticSimilarity	leonmap	
icd10:E26.1	Secondary hyperaldosteronism	skos:closeMatch	mesh:C580087	Familial Hyperaldosteronism	0.941971	semapv:SemanticSimilarity	leonmap	
icd10:E46	Unspecified protein-energy malnutrition	skos:closeMatch	mesh:D011502	Protein-Energy Malnutrition	0.945991	semapv:SemanticSimilarity	leonmap	
icd10:E50-E64	Other nutritional deficiencies	skos:closeMatch	mesh:D009748	Nutrition Disorders	0.915432	semapv:SemanticSimilarity	leonmap	
icd10:E61.5	Molybdenum deficiency	skos:closeMatch	mesh:C535811	Molybdenum cofactor deficiency	0.969386	semapv:SemanticSimilarity	leonmap	
icd10:E74.1	Disorders of fructose metabolism	skos:closeMatch	mesh:D015318	Fructose Metabolism, Inborn Errors	0.912544	semapv:SemanticSimilarity	leonmap	
icd10:E75.0	GM	skos:closeMatch	mesh:C012335	Gm(m)	0.915375	semapv:SemanticSimilarity	leonmap	
icd10:E76.2	Other mucopolysaccharidoses	skos:closeMatch	mesh:C562442	Mucopolysaccharidoses, Unclassified Types	0.901657	semapv:SemanticSimilarity	leonmap	
icd10:E78.0	Pure hypercholesterolaemia	skos:closeMatch	mesh:C538646	High serum cholesterol, familial	0.900696	semapv:SemanticSimilarity	leonmap	
icd10:E78.4	Other hyperlipidaemia	skos:closeMatch	mesh:D006949	Hyperlipidemias	0.919294	semapv:SemanticSimilarity	leonmap	
icd10:E78.6	Lipoprotein deficiency	skos:closeMatch	mesh:D052456	Hypoalphalipoproteinemias	0.907945	semapv:SemanticSimilarity	leonmap	
icd10:E85.1	Neuropathic heredofamilial amyloidosis	skos:closeMatch	mesh:C000718787	AA amyloidosis	0.916619	semapv:SemanticSimilarity	leonmap	
icd10:E85.2	Heredofamilial amyloidosis, unspecified	skos:closeMatch	mesh:C562642	Amyloidosis, Primary Cutaneous	0.915175	semapv:SemanticSimilarity	leonmap	
icd10:E87.1	Hypo-osmolality and hyponatraemia	skos:closeMatch	mesh:D007010	Hyponatremia	0.901072	semapv:SemanticSimilarity	leonmap	
icd10:E88.2	Lipomatosis, not elsewhere classified	skos:closeMatch	mesh:D008068	Lipomatosis	0.91313	semapv:SemanticSimilarity	leonmap	
icd10:F00.2	Dementia in Alzheimer disease, atypical or mixed type	skos:closeMatch	mesh:C536599	Alzheimer's disease without Neurofibrillary tangles	0.904654	semapv:SemanticSimilarity	leonmap	
icd10:F02.1	Dementia in Creutzfeldt-Jakob disease	skos:closeMatch	mesh:C565143	Creutzfeldt-Jakob Disease, Sporadic	0.900631	semapv:SemanticSimilarity	leonmap	
icd10:F05.0	Delirium not superimposed on dementia, so described	skos:closeMatch	mesh:D003693	Delirium	0.903765	semapv:SemanticSimilarity	leonmap	
icd10:F10.8	Mental and behavioural disorders due to use of alcohol : other mental and behavioural disorders	skos:closeMatch	mesh:D020751	Alcohol-Induced Disorders	0.903049	semapv:SemanticSimilarity	leonmap	
icd10:F30-F39	Mood [affective] disorders	skos:closeMatch	mesh:D019964	Mood Disorders	0.920289	semapv:SemanticSimilarity	leonmap	
icd10:F40.9	Phobic anxiety disorder, unspecified	skos:closeMatch	mesh:D010698	Phobic Disorders	0.931393	semapv:SemanticSimilarity	leonmap	
icd10:F41.0	Panic disorder [episodic paroxysmal anxiety]	skos:closeMatch	mesh:D010200	Panic	0.921845	semapv:SemanticSimilarity	leonmap	
icd10:F48.1	Depersonalization-derealization syndrome	skos:closeMatch	mesh:D003861	Depersonalization	0.903921	semapv:SemanticSimilarity	leonmap	
icd10:F52.9	Unspecified sexual dysfunction, not caused by organic disorder or disease	skos:closeMatch	mesh:D012735	Sexual Dysfunction, Physiological	0.90316	semapv:SemanticSimilarity	leonmap	
icd10:F98.1	Nonorganic encopresis	skos:closeMatch	mesh:D004688	Encopresis	0.939946	semapv:SemanticSimilarity	leonmap	
icd10:G00.8	Other bacterial meningitis	skos:closeMatch	mesh:D016920	Meningitis, Bacterial	0.900832	semapv:SemanticSimilarity	leonmap	
icd10:G04	Encephalitis, myelitis and encephalomyelitis	skos:closeMatch	mesh:D004679	Encephalomyelitis	0.906606	semapv:SemanticSimilarity	leonmap	
icd10:G12.9	Spinal muscular atrophy, unspecified	skos:closeMatch	mesh:C566670	Spinal Muscular Atrophy, Segmental	0.92196	semapv:SemanticSimilarity	leonmap	
icd10:G54.7	Phantom limb syndrome without pain	skos:closeMatch	mesh:D010591	Phantom Limb	0.911324	semapv:SemanticSimilarity	leonmap	
icd10:G60	Hereditary and idiopathic neuropathy	skos:closeMatch	mesh:C548028	Inherited Peripheral Neuropathy	0.915254	semapv:SemanticSimilarity	leonmap	
icd10:G70.2	Congenital and developmental myasthenia	skos:closeMatch	mesh:C563831	Myasthenic Syndrome, Congenital, Ie	0.905224	semapv:SemanticSimilarity	leonmap	
icd10:G72.4	Inflammatory myopathy, not elsewhere classified	skos:closeMatch	mesh:C000598744	Idiopathic inflammatory myopathy, familial	0.902254	semapv:SemanticSimilarity	leonmap	
icd10:G72.9	Myopathy, unspecified	skos:closeMatch	mesh:C580316	Myofibrillar Myopathy	0.903482	semapv:SemanticSimilarity	leonmap	
icd10:G99	Other disorders of nervous system in diseases classified elsewhere	skos:closeMatch	mesh:D009422	Nervous System Diseases	0.910404	semapv:SemanticSimilarity	leonmap	
icd10:H02	Other disorders of eyelid	skos:closeMatch	mesh:D005141	Eyelid Diseases	0.913411	semapv:SemanticSimilarity	leonmap	
icd10:H02.1	Ectropion of eyelid	skos:closeMatch	mesh:D004483	Ectropion	0.904341	semapv:SemanticSimilarity	leonmap	
icd10:H02.3	Blepharochalasis	skos:closeMatch	mesh:C566223	Blepharochalasis, Superior	0.907552	semapv:SemanticSimilarity	leonmap	
icd10:H06.3	Other disorders of orbit in diseases classified elsewhere	skos:closeMatch	mesh:D009916	Orbital Diseases	0.909678	semapv:SemanticSimilarity	leonmap	
icd10:H11	Other disorders of conjunctiva	skos:closeMatch	mesh:D003229	Conjunctival Diseases	0.901677	semapv:SemanticSimilarity	leonmap	
icd10:H16.9	Keratitis, unspecified	skos:closeMatch	mesh:C537022	Keratitis, hereditary	0.905464	semapv:SemanticSimilarity	leonmap	
icd10:H25	Senile cataract	skos:closeMatch	mesh:C563426	Cataract, Pulverulent	0.901631	semapv:SemanticSimilarity	leonmap	
icd10:H25.1	Senile nuclear cataract	skos:closeMatch	mesh:C563333	Cataract, Age-Related Nuclear	0.913835	semapv:SemanticSimilarity	leonmap	
icd10:H26.0	Infantile, juvenile and presenile cataract	skos:closeMatch	mesh:C566955	Cataract, Cortical, Juvenile-Onset	0.913848	semapv:SemanticSimilarity	leonmap	
icd10:H28.8	Other disorders of lens in diseases classified elsewhere	skos:closeMatch	mesh:D007905	Lens Diseases	0.908541	semapv:SemanticSimilarity	leonmap	
icd10:H35	Other retinal disorders	skos:closeMatch	mesh:D012164	Retinal Diseases	0.933338	semapv:SemanticSimilarity	leonmap	
icd10:H45.0	Vitreous haemorrhage in diseases classified elsewhere	skos:closeMatch	mesh:D014823	Vitreous Hemorrhage	0.922369	semapv:SemanticSimilarity	leonmap	
icd10:H45.1	Endophthalmitis in diseases classified elsewhere	skos:closeMatch	mesh:D009877	Endophthalmitis	0.907208	semapv:SemanticSimilarity	leonmap	
icd10:H66.4	Suppurative otitis media, unspecified	skos:closeMatch	mesh:D010035	Otitis Media, Suppurative	0.940776	semapv:SemanticSimilarity	leonmap	
icd10:H90.8	Mixed conductive and sensorineural hearing loss, unspecified	skos:closeMatch	mesh:D046089	Hearing Loss, Mixed Conductive-Sensorineural	0.90131	semapv:SemanticSimilarity	leonmap	
icd10:I10-I15	Hypertensive diseases	skos:closeMatch	mesh:C072778	hypertensive factor	0.909376	semapv:SemanticSimilarity	leonmap	
icd10:I21.4	Acute subendocardial myocardial infarction	skos:closeMatch	mesh:D000072658	Non-ST Elevated Myocardial Infarction	0.908624	semapv:SemanticSimilarity	leonmap	
icd10:I28.0	Arteriovenous fistula of pulmonary vessels	skos:closeMatch	mesh:C562404	Pulmonary Arteriovenous Fistulas	0.978857	semapv:SemanticSimilarity	leonmap	
icd10:I30-I52	Other forms of heart disease	skos:closeMatch	mesh:D006331	Heart Diseases	0.90905	semapv:SemanticSimilarity	leonmap	
icd10:I60.7	Subarachnoid haemorrhage from intracranial artery, unspecified	skos:closeMatch	mesh:C566284	Aneurysm, Intracranial Berry, 1	0.903053	semapv:SemanticSimilarity	leonmap	
icd10:I71.6	Thoracoabdominal aortic aneurysm, without mention of rupture	skos:closeMatch	mesh:D000094624	Aortic Aneurysm, Thoracoabdominal	0.901383	semapv:SemanticSimilarity	leonmap	
icd10:I71.9	Aortic aneurysm of unspecified site, without mention of rupture	skos:closeMatch	mesh:D001014	Aortic Aneurysm	0.919227	semapv:SemanticSimilarity	leonmap	
icd10:I74.9	Embolism and thrombosis of unspecified artery	skos:closeMatch	mesh:D016769	Embolism and Thrombosis	0.911882	semapv:SemanticSimilarity	leonmap	
icd10:I77.6	Arteritis, unspecified	skos:closeMatch	mesh:D001025	Aortitis	0.921337	semapv:SemanticSimilarity	leonmap	
icd10:I79.2	Peripheral angiopathy in diseases classified elsewhere	skos:closeMatch	mesh:D016491	Peripheral Vascular Diseases	0.901263	semapv:SemanticSimilarity	leonmap	
icd10:I82.9	Embolism and thrombosis of unspecified vein	skos:closeMatch	mesh:D054556	Venous Thromboembolism	0.911699	semapv:SemanticSimilarity	leonmap	
icd10:I88	Nonspecific lymphadenitis	skos:closeMatch	mesh:D008199	Lymphadenitis	0.907705	semapv:SemanticSimilarity	leonmap	
icd10:I88.0	Nonspecific mesenteric lymphadenitis	skos:closeMatch	mesh:D008640	Mesenteric Lymphadenitis	0.960097	semapv:SemanticSimilarity	leonmap	
icd10:J02.9	Acute pharyngitis, unspecified	skos:closeMatch	mesh:D010612	Pharyngitis	0.916686	semapv:SemanticSimilarity	leonmap	
icd10:J05.1	Acute epiglottitis	skos:closeMatch	mesh:D004826	Epiglottitis	0.944539	semapv:SemanticSimilarity	leonmap	
icd10:J17.0	Pneumonia in bacterial diseases classified elsewhere	skos:closeMatch	mesh:D018410	Pneumonia, Bacterial	0.904699	semapv:SemanticSimilarity	leonmap	
icd10:J17.1	Pneumonia in viral diseases classified elsewhere	skos:closeMatch	mesh:D011024	Pneumonia, Viral	0.90489	semapv:SemanticSimilarity	leonmap	
icd10:J30.3	Other allergic rhinitis	skos:closeMatch	mesh:D065631	Rhinitis, Allergic	0.900905	semapv:SemanticSimilarity	leonmap	
icd10:J42	Unspecified chronic bronchitis	skos:closeMatch	mesh:D029481	Bronchitis, Chronic	0.906801	semapv:SemanticSimilarity	leonmap	
icd10:J62.8	Pneumoconiosis due to other dust containing silica	skos:closeMatch	mesh:D012829	Silicosis	0.912128	semapv:SemanticSimilarity	leonmap	
icd10:J82	Pulmonary eosinophilia, not elsewhere classified	skos:closeMatch	mesh:D011657	Pulmonary Eosinophilia	0.921626	semapv:SemanticSimilarity	leonmap	
icd10:J85.2	Abscess of lung without pneumonia	skos:closeMatch	mesh:D008169	Lung Abscess	0.902827	semapv:SemanticSimilarity	leonmap	
icd10:J90	Pleural effusion, not elsewhere classified	skos:closeMatch	mesh:D010996	Pleural Effusion	0.931058	semapv:SemanticSimilarity	leonmap	
icd10:J94.2	Haemothorax	skos:closeMatch	mesh:D006468	Hemopneumothorax	0.921898	semapv:SemanticSimilarity	leonmap	
icd10:J95-J99	Other diseases of the respiratory system	skos:closeMatch	mesh:D012120	Respiration Disorders	0.903787	semapv:SemanticSimilarity	leonmap	
icd10:K09.2	Other cysts of jaw	skos:closeMatch	mesh:D007570	Jaw Cysts	0.905198	semapv:SemanticSimilarity	leonmap	
icd10:K10.9	Disease of jaws, unspecified	skos:closeMatch	mesh:D007571	Jaw Diseases	0.919471	semapv:SemanticSimilarity	leonmap	
icd10:K29.4	Chronic atrophic gastritis	skos:closeMatch	mesh:D005757	Gastritis, Atrophic	0.904597	semapv:SemanticSimilarity	leonmap	
icd10:K29.7	Gastritis, unspecified	skos:closeMatch	mesh:D005756	Gastritis	0.906278	semapv:SemanticSimilarity	leonmap	
icd10:K35.2	Acute appendicitis with generalized peritonitis	skos:closeMatch	mesh:D001064	Appendicitis	0.904755	semapv:SemanticSimilarity	leonmap	
icd10:K46.9	Unspecified abdominal hernia without obstruction or gangrene	skos:closeMatch	mesh:D046449	Hernia, Abdominal	0.914755	semapv:SemanticSimilarity	leonmap	
icd10:K50	Crohn disease [regional enteritis]	skos:closeMatch	mesh:D015212	Inflammatory Bowel Diseases	0.902623	semapv:SemanticSimilarity	leonmap	
icd10:K57.1	Diverticular disease of small intestine without perforation or abscess	skos:closeMatch	mesh:C565620	Diverticulosis, Small Intestinal	0.901464	semapv:SemanticSimilarity	leonmap	
icd10:K57.9	Diverticular disease of intestine, part unspecified, without perforation or abscess	skos:closeMatch	mesh:D000076385	Diverticular Diseases	0.92827	semapv:SemanticSimilarity	leonmap	
icd10:K59.3	Megacolon, not elsewhere classified	skos:closeMatch	mesh:D008531	Megacolon	0.945277	semapv:SemanticSimilarity	leonmap	
icd10:K62.9	Disease of anus and rectum, unspecified	skos:closeMatch	mesh:D001004	Anus Diseases	0.908566	semapv:SemanticSimilarity	leonmap	
icd10:K63.9	Disease of intestine, unspecified	skos:closeMatch	mesh:D007410	Intestinal Diseases	0.904718	semapv:SemanticSimilarity	leonmap	
icd10:K65-K67	Diseases of peritoneum	skos:closeMatch	mesh:D010532	Peritoneal Diseases	0.900362	semapv:SemanticSimilarity	leonmap	
icd10:K66.1	Haemoperitoneum	skos:closeMatch	mesh:D006465	Hemoperitoneum	0.910862	semapv:SemanticSimilarity	leonmap	
icd10:K70.3	Alcoholic cirrhosis of liver	skos:closeMatch	mesh:D008104	Liver Cirrhosis, Alcoholic	0.919078	semapv:SemanticSimilarity	leonmap	
icd10:K72	Hepatic failure, not elsewhere classified	skos:closeMatch	mesh:D008107	Liver Diseases	0.900955	semapv:SemanticSimilarity	leonmap	
